Time,Power
0.00120139,
0.247441,
0.396111,
0.553411,
0.708398,Time,Power
Time,Power
Time,Power
Time,Power
0.00396228,0.00363851,0.00455618,0.00587749,
0.196869,
0.340325,
0.486267,
0.641617,
0.807061,
0.960803,
1.1188,
1.26216,
1.40915,
1.55634,
1.70083,
1.84369,
1.9922,
2.13478,
2.2796,
2.42515,
2.57122,
2.71852,
2.86343,
3.01115,
3.15422,
3.30169,
3.45266,
3.60581,
3.75466,
3.90649,
4.05584,
4.20494,
4.35402,
4.5074,
4.65921,
4.8142,
4.96905,
5.11787,
5.26309,
5.41417,
5.56437,
5.71591,
5.864,
6.01761,
6.16136,
6.30806,
6.45446,
6.60943,
6.75662,
6.90653,
7.06227,
7.21071,
7.35432,
7.49988,
7.65489,
7.80653,
7.96283,
8.11521,
8.27042,
8.41363,
8.55963,
8.70292,
8.84059,
8.98292,
9.12009,
9.25952,
9.40452,
9.54442,
9.68331,
9.81985,
9.95886,
10.0992,
10.2372,
10.3757,
10.5219,
10.6629,
10.8031,
10.9474,
11.0855,
11.2222,
11.3604,
11.498,
11.6353,
11.7739,
11.9134,
12.0562,
12.194,
12.3337,
12.4717,
12.609,
12.7495,
12.8884,
13.0282,
13.1687,
13.3079,
13.4472,
13.5888,
13.7286,
13.8633,
14.0093,
14.1479,
14.2884,
14.4259,
14.5651,
14.7029,
14.842,
14.9828,
15.1203,
15.2595,
15.3969,
15.5465,
15.6895,
15.8265,
15.9673,
16.1061,
16.2433,
16.3806,
16.5198,
16.658,
16.7951,
16.9358,
17.0725,
17.2109,
17.351,
17.4898,
17.6293,
17.7675,
17.9071,
18.047,
18.1859,
18.3226,
18.4624,
18.6017,
18.749,
18.8885,
19.035,
19.178,
19.3193,
19.4572,
19.5972,
19.7348,
19.8944,
20.0427,
20.1873,
20.2694,
20.3063,
20.3135,
20.4055,
20.5495,
20.6937,
20.8395,
20.9795,
21.1181,
21.2593,
21.4248,
21.5911,
21.7407,
21.8793,
22.0238,
22.1677,
22.3098,
22.4477,
22.5866,
22.7258,
22.8645,
23.0253,
23.1735,
23.3253,
23.4828,
23.6418,
23.7789,
23.9263,
24.0639,
24.2019,
24.3415,
24.4833,
24.619,
24.762,
24.8957,
25.0357,
25.1855,
25.328,
25.4698,
25.613,
25.7559,
25.9016,
26.0467,
26.1931,
26.3354,
26.4773,
26.612,
26.7487,
26.8869,
27.0388,
27.1762,
27.3134,
27.4546,
27.5958,
27.7345,
27.8772,
28.0247,
28.1695,
28.3138,
28.4573,
28.596,
28.7359,
28.8723,
29.0588,
29.2044,
29.3423,
29.4786,
29.6158,
29.7545,
29.9031,
30.0523,
30.1891,
30.3269,
30.474,
30.6156,
30.7533,
30.892,
31.0433,
31.2015,
31.3575,
31.5152,
31.6665,
31.8217,
31.9783,
32.1386,
32.289,
32.4261,
32.5718,
32.7075,
32.8466,
32.989,
33.1288,
33.2715,
33.4218,
33.5643,
33.7056,
33.8472,
33.9926,
34.135,
34.2775,
34.4208,
34.6092,
34.7924,
34.9376,
35.0818,
35.2257,
35.3636,
35.5025,
35.6378,
35.7757,
35.9141,
36.0563,
36.1956,
36.3333,
36.4732,
36.6086,
36.7448,
36.8822,
37.0263,
37.1675,
37.3115,
37.4585,
37.602,
37.7433,
37.8797,
38.0188,
38.1583,
38.2949,
38.446,
38.5958,
38.7422,
38.8799,
39.0221,
39.1628,
39.3041,
39.4391,
39.5781,
39.7162,
39.863,
40.0027,
40.1411,
40.2778,
40.4172,
40.55,

40.6099,
40.6117,40.615,
40.7901,
40.9342,
